,page_title,article_sentences,page_url
13,Audit trail,"Audit logs can likewise be valuable for performing forensic investigation, supporting the associations inside examinations, setting up baselines, and distinguishing operational patterns and long run issues.",https://en.wikipedia.org/wiki/Audit_trail
14,Audit trail,"In nursing research, it refers to the act of maintaining a running log or journal of decisions relating to a research project, thus making clear the steps taken and changes made to the original protocol.",https://en.wikipedia.org/wiki/Audit_trail
15,Audit trail,"In accounting, it refers to documentation of detailed transactions supporting summary ledger entries.",https://en.wikipedia.org/wiki/Audit_trail
16,Audit trail,This documentation may be on paper or on electronic records.,https://en.wikipedia.org/wiki/Audit_trail
17,Audit trail,"In online proofing, it pertains to the version history of a piece of artwork, design, photograph, video, or web design proof in a project.",https://en.wikipedia.org/wiki/Audit_trail
18,Audit trail,"In clinical research, server based systems such as clinical trial management systems (CTMS) require audit trails.",https://en.wikipedia.org/wiki/Audit_trail
19,Audit trail,Anything regulatory or QA/QC related also requires audit trails.,https://en.wikipedia.org/wiki/Audit_trail
20,Audit trail,"In voting, a voter-verified paper audit trail is a method of providing feedback to voters using a ballotless voting system.",https://en.wikipedia.org/wiki/Audit_trail
21,Audit trail,,https://en.wikipedia.org/wiki/Audit_trail
22,The Audit,"An audit is an ""independent examination of financial information of any entity, whether profit oriented or not, irrespective of its size or legal form when such an examination is conducted with a view to express an opinion thereon""  It also attempts to ensure that the books of accounts are properly maintained by the concern as required by law.",https://en.wikipedia.org/wiki/Audit
23,The Audit,"Auditing has become such a ubiquitous phenomenon in the corporate and the public sector that academics have started identifying an ""Audit Society"".",https://en.wikipedia.org/wiki/Audit
24,The Audit,"Auditors perceive and recognize the propositions before them for examination, obtain evidence, evaluate the same and formulate an opinion on the basis of their judgement which is communicated through their auditing report.",https://en.wikipedia.org/wiki/Audit
25,The Audit,Any subject matter may be audited.,https://en.wikipedia.org/wiki/Audit
26,The Audit,"Audit is a safeguard measure since ancient times (Loeb & Shamoo, 1989).",https://en.wikipedia.org/wiki/Audit
27,The Audit,Audits provide third-party assurance to various  stakeholders that the subject matter is free from material misstatement.,https://en.wikipedia.org/wiki/Audit
28,The Audit,The term is most frequently applied to audits of the financial information relating to a legal person.,https://en.wikipedia.org/wiki/Audit
29,The Audit,"Other commonly audited areas include: secretarial and compliance, internal controls, quality management, project management, water management, and energy conservation.",https://en.wikipedia.org/wiki/Audit
30,The Audit,"As a result of an audit, stakeholders may effectively evaluate and improve the effectiveness of risk management, control, and the governance process over the subject matter.",https://en.wikipedia.org/wiki/Audit
31,The Audit,"The word ""audit"" derives from the Latin word audire which means ""to hear"".",https://en.wikipedia.org/wiki/Audit
32,The Audit,"History During medieval times, when manual book-keeping was prevalent, auditors in Britain used to hear the accounts read out for them and checked that the organization's personnel were not negligent or fraudulent.",https://en.wikipedia.org/wiki/Audit
33,The Audit,Moyer (1951) identified that the most important duty of the auditor was to detect fraud.,https://en.wikipedia.org/wiki/Audit
34,The Audit,Chatfield documented that early United States auditing was viewed mainly as verification of bookkeeping detail.,https://en.wikipedia.org/wiki/Audit
35,The Audit,The Central Auditing Commission of the Communist Party of the Soviet Union (Russian: Центральная ревизионная комиссия КПСС) operated from 1921 to 1990.,https://en.wikipedia.org/wiki/Audit
36,The Audit,"Information technology audit  An information technology audit, or information systems audit, is an examination of the management controls within an Information technology (IT) infrastructure.",https://en.wikipedia.org/wiki/Audit
37,The Audit,"The evaluation of obtained evidence determines if the information systems are safeguarding assets, maintaining data integrity, and operating effectively to achieve the organization's goals or objectives.",https://en.wikipedia.org/wiki/Audit
38,The Audit,"These reviews may be performed in conjunction with a financial statement audit, internal audit, or other form of attestation engagement.",https://en.wikipedia.org/wiki/Audit
39,The Audit,"Accounting Financial auditives (including taxation, misselling and other forms of fraud) to misstate financial information, auditing has become a legal requirement for many entities who have the power to exploit financial information for personal gain.",https://en.wikipedia.org/wiki/Audit
40,The Audit,"Traditionally, audits were mainly associated with gaining information about financial systems and the financial records of a company or a business.",https://en.wikipedia.org/wiki/Audit
41,The Audit,"Financial audits are performed to ascertain the validity and reliability of information, as well as to provide an assessment of a system's internal control.",https://en.wikipedia.org/wiki/Audit
42,The Audit,"As a result of this, a third party can express an opinion of the person / organization / system (etc.",https://en.wikipedia.org/wiki/Audit
43,The Audit,) in question.,https://en.wikipedia.org/wiki/Audit
44,The Audit,The opinion given on financial statements will depend on the audit evidence obtained.,https://en.wikipedia.org/wiki/Audit
45,The Audit,"Due to constraints, an audit seeks to provide only reasonable assurance that the statements are free from material error.",https://en.wikipedia.org/wiki/Audit
46,The Audit,"Hence, statistical sampling is often adopted in audits.",https://en.wikipedia.org/wiki/Audit
47,The Audit,"In the case of financial audits, a set of financial statements are said to be true and fair when they are free of material misstatements – a concept influenced by both quantitative (numerical) and qualitative factors.",https://en.wikipedia.org/wiki/Audit
48,The Audit,"But recently, the argument that auditing should go beyond just true and fair is gaining momentum.",https://en.wikipedia.org/wiki/Audit
49,The Audit,And the US Public Company Accounting Oversight Board has come out with a concept release on the same.,https://en.wikipedia.org/wiki/Audit
50,The Audit,"Cost accounting is a process for verifying the cost of manufacturing or producing of any article, on the basis of accounts measuring the use of material, labor or other items of cost.",https://en.wikipedia.org/wiki/Audit
51,The Audit,"In simple words, the term, cost audit means a systematic and accurate verification of the cost accounts and records, and checking for adherence to the cost accounting objectives.",https://en.wikipedia.org/wiki/Audit
52,The Audit,"According to the Institute of Cost and Management Accountants, cost audit is ""an examination of cost accounting records and verification of facts to ascertain that the cost of the product has been arrived at, in accordance with principles of cost accounting"".",https://en.wikipedia.org/wiki/Audit
53,The Audit,"In most nations, an audit must adhere to generally accepted standards established by governing bodies.",https://en.wikipedia.org/wiki/Audit
54,The Audit,These standards assure third parties or external users that they can rely upon the auditor's opinion on the fairness of financial statements or other subjects on which the auditor expresses an opinion.,https://en.wikipedia.org/wiki/Audit
55,The Audit,"The audit must therefore be precise and accurate, containing no additional misstatements or errors.",https://en.wikipedia.org/wiki/Audit
56,The Audit,"= Integrated audits =In the US, audits of publicly traded companies are governed by rules laid down by the Public Company Accounting Oversight Board (PCAOB), which was established by Section 404 of the Sarbanes–Oxley Act of 2002.",https://en.wikipedia.org/wiki/Audit
57,The Audit,"Such an audit is called an integrated audit, where auditors, in addition to an opinion on the financial statements, must also express an opinion on the effectiveness of a company's internal control over financial reporting, in accordance with PCAOB Auditing Standard No.",https://en.wikipedia.org/wiki/Audit
58,The Audit,5.,https://en.wikipedia.org/wiki/Audit
59,The Audit,There are also new types of integrated auditing becoming available that use unified compliance material (see the unified compliance section in Regulatory compliance).,https://en.wikipedia.org/wiki/Audit
60,The Audit,"Due to the increasing number of regulations and need for operational transparency, organizations are adopting risk-based audits that can cover multiple regulations and standards from a single audit event.",https://en.wikipedia.org/wiki/Audit
61,The Audit,This is a very new but necessary approach in some sectors to ensure that all the necessary governance requirements can be met without duplicating effort from both audit and audit hosting resources.,https://en.wikipedia.org/wiki/Audit
62,The Audit,= Assessments =The purpose of an assessment is to measure something or calculate a value for it.,https://en.wikipedia.org/wiki/Audit
63,The Audit,"An auditor's objective is to determine whether financial statements are presented fairly, in all material respects, and are free of material misstatement.",https://en.wikipedia.org/wiki/Audit
64,The Audit,"Although the process of producing an assessment may involve an audit by an independent professional, its purpose is to provide a measurement rather than to express an opinion about the fairness of statements or quality of performance.",https://en.wikipedia.org/wiki/Audit
65,The Audit,"= Auditors =Auditors of financial statements & non-financial information (including compliance audit) can be classified into three categories:External auditor/Statutory auditor is an independent firm engaged by the client subject to the audit to express an opinion on whether the company's financial statements are free of material misstatements, whether due to fraud or error.",https://en.wikipedia.org/wiki/Audit
66,The Audit,"For publicly traded companies, external auditors may also be required to express an opinion on the effectiveness of internal controls over financial reporting.",https://en.wikipedia.org/wiki/Audit
67,The Audit,"External auditors may also be engaged to perform other agreed-upon procedures, related or unrelated to financial statements.",https://en.wikipedia.org/wiki/Audit
68,The Audit,"Most importantly, external auditors, though engaged and paid by the company being audited, should be regarded as independent and remain third party.",https://en.wikipedia.org/wiki/Audit
69,The Audit,"Cost auditor/Statutory cost auditor is an independent firm engaged by the client subject to the cost audit to express an opinion on whether the company's cost statements and cost sheet are free of material misstatements, whether due to fraud or error.",https://en.wikipedia.org/wiki/Audit
70,The Audit,"For publicly traded companies, external auditors may also be required to express an opinion on the effectiveness of internal controls over cost reporting.",https://en.wikipedia.org/wiki/Audit
71,The Audit,These are Specialized Persons called Cost Accountants in India & CMA globally either Cost & Management Accountants or Certified Management Accountants.,https://en.wikipedia.org/wiki/Audit
72,The Audit,Government Auditors review the finances and practices of federal agencies.,https://en.wikipedia.org/wiki/Audit
73,The Audit,"These auditors report their finds to congress, which uses them to create and manage policies and budgets.",https://en.wikipedia.org/wiki/Audit
74,The Audit,"Government auditors work for the U.S. Government Accountability Office, and most state governments have similar departments to audit state and municipal agencies.",https://en.wikipedia.org/wiki/Audit
75,The Audit,"Further information: Internal auditorsSecretarial auditor/Statutory secretarial auditor is an independent firm engaged by the client subject to the audit of secretarial and applicable laws/compliances of other applicable laws to express an opinion on whether the company's secretarial records and compliance of applicable laws are free of material misstatements, whether due to fraud or error and inviting heavy fines or penalties.",https://en.wikipedia.org/wiki/Audit
76,The Audit,"For bigger public companies, external secretarial auditors may also be required to express an opinion on the effectiveness of internal controls over compliances system management of the company.",https://en.wikipedia.org/wiki/Audit
77,The Audit,These are Specialized Persons called Company Secretaries in India who are the members of Institute of Company Secretaries of India and holding Certificate of Practice.,https://en.wikipedia.org/wiki/Audit
78,The Audit,(http://www.,https://en.wikipedia.org/wiki/Audit
79,The Audit,icsi.edu/)The most commonly used external audit standards are the US GAAS of the American Institute of Certified Public Accountants and the International Standards on Auditing (ISA) developed by the International Auditing and Assurance Standard.,https://en.wikipedia.org/wiki/Audit
80,The Audit,Internal auditors are employed by the organizations they audit.,https://en.wikipedia.org/wiki/Audit
81,The Audit,"They work for government agencies (federal, state and local); for publicly traded companies; and for non-profit companies across all industries.",https://en.wikipedia.org/wiki/Audit
82,The Audit,The internationally recognized standard setting body for the profession is the Institute of Internal Auditors - IIA (www.,https://en.wikipedia.org/wiki/Audit
83,The Audit,theiia.org).,https://en.wikipedia.org/wiki/Audit
84,The Audit,"The IIA has defined internal auditing as follows: ""Internal auditing is an independent, objective assurance and consulting activity designed to add value and improve an organization's operations.",https://en.wikipedia.org/wiki/Audit
85,The Audit,"It helps an organization accomplish its objectives by bringing a systematic, disciplined approach to evaluate and improve the effectiveness of risk management, control, and governance processes"".",https://en.wikipedia.org/wiki/Audit
86,The Audit,"Thus professional internal auditors provide independent and objective audit and consulting services focused on evaluating whether the board of directors, shareholders, stakeholders, and corporate executives have reasonable assurance that the organization's governance, risk management, and control processes are designed adequately and function effectively.",https://en.wikipedia.org/wiki/Audit
87,The Audit,Internal audit professionals (Certified Internal Auditors - CIAs) are governed by the international professional standards and code of conduct of the Institute of Internal Auditors.,https://en.wikipedia.org/wiki/Audit
88,The Audit,"While internal auditors are not independent of the companies that employ them, independence and objectivity are a cornerstone of the IIA professional standards; and are discussed at length in the standards and the supporting practice guides and practice advisories.",https://en.wikipedia.org/wiki/Audit
89,The Audit,Professional internal auditors are mandated by the IIA standards to be independent of the business activities they audit.,https://en.wikipedia.org/wiki/Audit
90,The Audit,This independence and objectivity are achieved through the organizational placement and reporting lines of the internal audit department.,https://en.wikipedia.org/wiki/Audit
91,The Audit,"Internal auditors of publicly traded companies in the United States are required to report functionally to the board of directors directly, or a sub-committee of the board of directors (typically the audit committee), and not to management except for administrative purposes.",https://en.wikipedia.org/wiki/Audit
92,The Audit,"As described often in the professional literature for the practice of internal auditing (such as Internal Auditor, the journal of the IIA) -, or other similar and generally recognized frameworks for management control when evaluating an entity's governance and control practices; and apply COSO's ""Enterprise Risk Management-Integrated Framework"" or other similar and generally recognized frameworks for entity-wide risk management when evaluating an organization's entity-wide risk management practices.",https://en.wikipedia.org/wiki/Audit
93,The Audit,Professional internal auditors also use control self-assessment (CSA) as an effective process for performing their work.,https://en.wikipedia.org/wiki/Audit
94,The Audit,Consultant auditors are external personnel contracted by the firm to perform an audit following the firm's auditing standards.,https://en.wikipedia.org/wiki/Audit
95,The Audit,"This differs from the external auditor, who follows their own auditing standards.",https://en.wikipedia.org/wiki/Audit
96,The Audit,The level of independence is therefore somewhere between the internal auditor and the external auditor.,https://en.wikipedia.org/wiki/Audit
97,The Audit,"The consultant auditor may work independently, or as part of the audit team that includes internal auditors.",https://en.wikipedia.org/wiki/Audit
98,The Audit,"Consultant auditors are used when the firm lacks sufficient expertise to audit certain areas, or simply for staff augmentation when staff are not available.",https://en.wikipedia.org/wiki/Audit
99,The Audit,"Performance audits Performance audit refers to an independent examination of a program, function, operation or the management systems and procedures of a governmental or non-profit entity to assess whether the entity is achieving economy, efficiency and effectiveness in the employment of available resources.",https://en.wikipedia.org/wiki/Audit
100,The Audit,"Safety, security, information systems performance, and environmental concerns are increasingly the subject of audits.",https://en.wikipedia.org/wiki/Audit
101,The Audit,There are now audit professionals who specialize in security audits and information systems audits.,https://en.wikipedia.org/wiki/Audit
102,The Audit,"With nonprofit organizations and government agencies, there has been an increasing need for performance audits, examining their success in satisfying mission objectives.",https://en.wikipedia.org/wiki/Audit
103,The Audit,Quality audits Quality audits are performed to verify conformance to standards through review of objective evidence.,https://en.wikipedia.org/wiki/Audit
104,The Audit,A system of quality audits may verify the effectiveness of a quality management system.,https://en.wikipedia.org/wiki/Audit
105,The Audit,This is part of certifications such as ISO 9001.,https://en.wikipedia.org/wiki/Audit
106,The Audit,"Quality audits are essential to verify the existence of objective evidence showing conformance to required processes, to assess how successfully processes have been implemented, and to judge the effectiveness of achieving any defined target levels.",https://en.wikipedia.org/wiki/Audit
107,The Audit,"Quality audits are also necessary to provide evidence concerning reduction and elimination of problem areas, and they are a hands-on management tool for achieving continual improvement in an organization.",https://en.wikipedia.org/wiki/Audit
108,The Audit,"To benefit the organization, quality auditing should not only report non-conformance and corrective actions but also highlight areas of good practice and provide evidence of conformance.",https://en.wikipedia.org/wiki/Audit
109,The Audit,"In this way, other departments may share information and amend their working practices as a result, also enhancing continual improvement.",https://en.wikipedia.org/wiki/Audit
110,The Audit,"Project audit A project audit provides an opportunity to uncover issues, concerns and challenges encountered during the project lifecycle.",https://en.wikipedia.org/wiki/Audit
111,The Audit,"Conducted midway through the project, an audit affords the project manager, project sponsor and project team an interim view of what has gone well, as well as what needs to be improved to successfully complete the project.",https://en.wikipedia.org/wiki/Audit
112,The Audit,"If done at the close of a project, the audit can be used to develop success criteria for future projects by providing a forensic review.",https://en.wikipedia.org/wiki/Audit
113,The Audit,This review identifies which elements of the project were successfully managed and which ones presented challenges.,https://en.wikipedia.org/wiki/Audit
114,The Audit,"As a result, the review will help the organization identify what it needs to do to avoid repeating the same mistakes on future projectsProjects can undergo 2 types of Project audits:Regular Health Check Audits: The aim of a regular health check audit is to understand the current state of a project in order to increase project success.",https://en.wikipedia.org/wiki/Audit
115,The Audit,Regulatory Audits: The aim of a regulatory audit is to verify that a project is compliant with regulations and standards.,https://en.wikipedia.org/wiki/Audit
116,The Audit,"Best practices of NEMEA Compliance Centre describe that, the regulatory audit must be accurate, objective, and independent while providing oversight and assurance to the organization.",https://en.wikipedia.org/wiki/Audit
117,The Audit,"Other forms of Project audits:Formal: Applies when the project is in trouble, sponsor agrees that the audit is needed, sensitivities are high, and need to be able prove conclusions via sustainable evidence.",https://en.wikipedia.org/wiki/Audit
118,The Audit,"Informal: Apply when a new project manager is provided, there is no indication the projects in trouble and there is a need to report whether the project is as opposed to where its supposed to Informal audits can apply the same criteria as formal audit but there is no need for such a in depth report or formal report.",https://en.wikipedia.org/wiki/Audit
119,The Audit,"Energy audits An energy audit is an inspection, survey and analysis of energy flows for energy conservation in a building, process or system to reduce the amount of energy input into the system without negatively affecting the output(s).",https://en.wikipedia.org/wiki/Audit
120,The Audit,Operations audit An operations audit is an examination of the operations of the client's business.,https://en.wikipedia.org/wiki/Audit
121,The Audit,"In this audit the auditor thoroughly examines the efficiency, effectiveness and economy of the operations with which the management of the entity (client) is achieving its objective.",https://en.wikipedia.org/wiki/Audit
122,The Audit,The operational audit goes beyond the internal controls issues since management does not achieve its objectives merely by compliance of satisfactory system of internal controls.,https://en.wikipedia.org/wiki/Audit
123,The Audit,Operational audits cover any matters which may be commercially unsound.,https://en.wikipedia.org/wiki/Audit
124,The Audit,"The objective of operational audit is to examine Three E's, namely:Effectiveness – doing the right things with least wastage of resources.",https://en.wikipedia.org/wiki/Audit
125,The Audit,Efficiency – performing work in least possible time.,https://en.wikipedia.org/wiki/Audit
126,The Audit,Economy – balance between benefits and costs to run the operationsA control self-assessment is a commonly used tool for completing an operations audit.,https://en.wikipedia.org/wiki/Audit
127,The Audit,"Forensic audits Also refer to forensic accountancy, forensic accountant or forensic accounting.",https://en.wikipedia.org/wiki/Audit
128,The Audit,"It refers to an investigative audit in which accountants with specialized on both accounting and investigation seek to uncover frauds, missing money and negligence.",https://en.wikipedia.org/wiki/Audit
129,The Audit,"See also  References  Further reading Amat, O. (2008).",https://en.wikipedia.org/wiki/Audit
130,The Audit,Earnings management and audit adjustments: An empirical study of IBEX 35 constituents.,https://en.wikipedia.org/wiki/Audit
131,The Audit,Available at S,https://en.wikipedia.org/wiki/Audit
132,Entity-level controls,Entity-level controls are internal controls that help to ensure that management directives pertaining to the entire entity are carried out.,https://en.wikipedia.org/wiki/Entity-level_controls
133,Entity-level controls,They are the second level of a top-down approach to understanding the risks of an organization.,https://en.wikipedia.org/wiki/Entity-level_controls
134,Entity-level controls,"Generally, entity refers to the entire company.",https://en.wikipedia.org/wiki/Entity-level_controls
135,Entity-level controls,"Regulation surrounding entity-level controls = Sarbanes-Oxley Act of 2002 =As  a result of several accounting and auditing scandals, congress passed the Sarbanes-Oxley Act of 2002.",https://en.wikipedia.org/wiki/Entity-level_controls
136,Entity-level controls,Section 404 of the act requires company management to assess and report on the effectiveness of the company's internal control.,https://en.wikipedia.org/wiki/Entity-level_controls
137,Entity-level controls,It also requires the company's independent auditor to attest to management's disclosures regarding the effectiveness of internal control.,https://en.wikipedia.org/wiki/Entity-level_controls
138,Entity-level controls,The act also created the Public Company Accounting Oversight Board (PCAOB).,https://en.wikipedia.org/wiki/Entity-level_controls
139,Entity-level controls,= PCAOB Auditing Standard 2201 =The Public Company Accounting Oversight Board (PCAOB) became the primary regulator of audits of publicly traded companies.,https://en.wikipedia.org/wiki/Entity-level_controls
140,Entity-level controls,"In June 2007, the PCAOB adopted Auditing Standard 2201 (Supersedes AS No.",https://en.wikipedia.org/wiki/Entity-level_controls
141,Entity-level controls,5).,https://en.wikipedia.org/wiki/Entity-level_controls
142,Entity-level controls,This standard contains the standards over performing an audit of internal control over financial reporting that is integrated with an audit of financial statements.,https://en.wikipedia.org/wiki/Entity-level_controls
143,Entity-level controls,The auditor must test entity-level controls that are important to the auditor's conclusion about whether the company has effective internal control over financial reporting.,https://en.wikipedia.org/wiki/Entity-level_controls
144,Entity-level controls,"Depending on the auditor's evaluation of the effectiveness of the entity-level controls, the auditor can increase or decrease the amount of testing that they will perform.",https://en.wikipedia.org/wiki/Entity-level_controls
145,Entity-level controls,Entity-level controls vary greatly in nature and precision.,https://en.wikipedia.org/wiki/Entity-level_controls
146,Entity-level controls,Their effect on the audit plan varies according to how precise they are.,https://en.wikipedia.org/wiki/Entity-level_controls
147,Entity-level controls,"Common entity-level controls  Evaluating entity-level controls = Auditor's evaluation =Entity-level controls, along with all other internal controls should be evaluated by independent auditors according to SAS 109 (AU 314) issued by the AICPA.",https://en.wikipedia.org/wiki/Entity-level_controls
148,Entity-level controls,"SAS 109 stipulates that ""auditors should obtain an understanding of the five components of internal control sufficient to assess the risk of material misstatement of the financial statements whether due to error or fraud, and to design the nature, timing, and extent of further audit procedures"".",https://en.wikipedia.org/wiki/Entity-level_controls
149,Entity-level controls,"The information gathered from obtaining an understanding of the five components of internal control should be used to do the following:Identify types of potential misstatementsConsider factors that affect the risks of material misstatementDesign tests of controls, when applicable, and substantive proceduresEntity-level controls are generally included in the testing.",https://en.wikipedia.org/wiki/Entity-level_controls
150,Entity-level controls,= COSO internal control-integrated framework =The aforementioned five components of internal control refer to the five parts of the COSO framework.,https://en.wikipedia.org/wiki/Entity-level_controls
151,Entity-level controls,The framework gives auditors a way to evaluate the controls of an entity.,https://en.wikipedia.org/wiki/Entity-level_controls
152,Entity-level controls,The five components are:Control environmentRisk assessmentInformation and communicationControl activitiesMonitoringEntity-level controls often fit into one or more of the five COSO components.,https://en.wikipedia.org/wiki/Entity-level_controls
153,Entity-level controls,= Management's evaluation =There are four basic steps that management can use to evaluate entity-level controls:Identify risksUse a top-down approach to identify and categorize risk.,https://en.wikipedia.org/wiki/Entity-level_controls
154,Entity-level controls,Identify entity-level controls and link to risksExamine current entity-level controls to determine what controls have been placed into operation.,https://en.wikipedia.org/wiki/Entity-level_controls
155,Entity-level controls,"Also, identify important entity-level controls that may be missing  in the current framework.",https://en.wikipedia.org/wiki/Entity-level_controls
156,Entity-level controls,Then link the entity-level controls best suited to address the identified risks.,https://en.wikipedia.org/wiki/Entity-level_controls
157,Entity-level controls,"Evaluate the design and operating effectiveness of entity-level controlsDetermine how effectively each entity-level control addresses identified risks by considering, among other things: sensitivity; competency of the reviewer, frequency and consistency of the control's operation; whether the control is reliable and repeatable; and whether appropriate review and follow-up action is taking place.",https://en.wikipedia.org/wiki/Entity-level_controls
158,Entity-level controls,"Leverage entity-level controls as appropriate to mitigate risksBy leveraging strong entity-level controls, management will be able to develop a more effective and efficient controls evaluation strategy.",https://en.wikipedia.org/wiki/Entity-level_controls
159,Entity-level controls,Definitions of selected entity-level controls organized into the COSO framework = Control environmentCode of Conduct =The norms to which the organization voluntarily agrees to comply.,https://en.wikipedia.org/wiki/Entity-level_controls
160,Entity-level controls,"For example, the company's code of conduct might include a policy for prohibiting employees from accepting gifts from vendors.",https://en.wikipedia.org/wiki/Entity-level_controls
161,Entity-level controls,"GovernanceA mechanism for monitoring how the resources of an organization are being put to an efficient use by management, with an emphasis on transparency and accountabilityAssignment of Authority and ResponsibilityThe term ""authority"" refers to the right to perform the organization's activities.",https://en.wikipedia.org/wiki/Entity-level_controls
162,Entity-level controls,"The term ""responsibility"" refers to the obligation to perform assigned activities.",https://en.wikipedia.org/wiki/Entity-level_controls
163,Entity-level controls,It is important for the achievement of control objectives that authorities and responsibilities be consistent with the goals of its business activities and assigned to appropriate personnel.,https://en.wikipedia.org/wiki/Entity-level_controls
164,Entity-level controls,Hiring and Retention PracticesHiring and retaining skilled resources is critical to an organization's success.,https://en.wikipedia.org/wiki/Entity-level_controls
165,Entity-level controls,"Policies and procedures around job definition, recruitment, training, performance appraisal, employee retention programs, and management of employee exits are important components of managing human resources.",https://en.wikipedia.org/wiki/Entity-level_controls
166,Entity-level controls,"Fraud Prevention Prevent/Detect Controls and Analytical ProceduresThis refers to the anti-fraud controls and procedures used by management to prevent, detect and mitigate fraud.",https://en.wikipedia.org/wiki/Entity-level_controls
167,Entity-level controls,"Examples might include segregation of duties, setting up an ethics hot line and periodic job rotation.",https://en.wikipedia.org/wiki/Entity-level_controls
168,Entity-level controls,"= Risk assessmentRisk Assessment Methodology =A systematic approach to identify, assess and prioritize risks.",https://en.wikipedia.org/wiki/Entity-level_controls
169,Entity-level controls,"Risk Assessment Analytical TechniquesAnalytical techniques, if used appropriately, can serve as a tool in the risk assessment process.",https://en.wikipedia.org/wiki/Entity-level_controls
170,Entity-level controls,"Since risk is an outcome of perception, analytical techniques help remove subjectivity, to a certain extent by collation and presentation of data in a systematic manner for assessment of potential impact and likelihood of occurrence or risks.",https://en.wikipedia.org/wiki/Entity-level_controls
171,Entity-level controls,"= Information and communication =Internal Communication and Performance ReportingThis refers to the lines of communication that run through an organization's structure, both top-down and bottom-up, including peer communication.",https://en.wikipedia.org/wiki/Entity-level_controls
172,Entity-level controls,"Performance reporting is part of internal communication, and usually involves a two-way process of setting expectations and monitoring performance against agreed-upon expectations.",https://en.wikipedia.org/wiki/Entity-level_controls
173,Entity-level controls,"Tone SettingTone setting refers to various components of the ""tone at the top,"" that are the building blocks of the character of an organization.",https://en.wikipedia.org/wiki/Entity-level_controls
174,Entity-level controls,"Having set the right tone, it is equally important to have open channels of communication so that those within and outside the organization understand and act upon it.",https://en.wikipedia.org/wiki/Entity-level_controls
175,Entity-level controls,Examples of such components of tone include code of ethics and corporate governance practices.,https://en.wikipedia.org/wiki/Entity-level_controls
176,Entity-level controls,"Board/Audit Committee ReportingBoard members, including independent directors, assume fiduciary responsibilities which require them to have access to accurate and relevant information.",https://en.wikipedia.org/wiki/Entity-level_controls
177,Entity-level controls,"While most countries have enacted laws regarding formal reporting to the Board of Directors and the Audit Committee of the Board, these usually constitute baseline procedures and requirements.",https://en.wikipedia.org/wiki/Entity-level_controls
178,Entity-level controls,"Companies are free to adopt more stringent measures regarding Board/Audit Committee Reporting, such as holding more frequent formal Audit Committee Meetings than required by law.",https://en.wikipedia.org/wiki/Entity-level_controls
179,Entity-level controls,"External CommunicationThis refers to the communication to the shareholders, stock market, customers, regulators, vendors, and other entities outside the company's formal boundaries.",https://en.wikipedia.org/wiki/Entity-level_controls
180,Entity-level controls,"The annual report is an example of external communication around the company performance, financial statements, vision, goals and targets.",https://en.wikipedia.org/wiki/Entity-level_controls
181,Entity-level controls,= MonitoringOngoing Monitoring Activities =Periodic review of process and controls using relevant management reporting tools.,https://en.wikipedia.org/wiki/Entity-level_controls
182,Entity-level controls,"For example, these would include monthly review of aging of accounts receivable to determine the extent of reserves required for doubtful debts.",https://en.wikipedia.org/wiki/Entity-level_controls
183,Entity-level controls,Independent Assessment MechanismUse of external specialists or professionals to review and assess internal controls.,https://en.wikipedia.org/wiki/Entity-level_controls
